report_month,ministry,sector,sl_no,project_name,implementing_agency,project_code,state,approval_date,start_date,original_completion_date,revised_completion_date,original_cost_cr,revised_cost_cr,cumulative_expenditure_cr,physical_progress_pct,cost_overrun_pct,expenditure_original_cost_pct,expenditure_revised_cost_pct,progress_expenditure_gap_pct,project_age_months,planned_duration_months,remaining_duration_months,remaining_progress_pct,schedule_slippage_months,completion_date_revised_flag,monthly_progress_change_pct,monthly_expenditure_change_cr,monthly_revised_cost_change_cr,monthly_cost_growth_pct,progress_velocity_pct_per_month,expenditure_growth_pct,required_progress_velocity_pct_per_month,velocity_gap_pct_points,report_month_dt,approval_date_dt,start_date_dt,original_completion_date_dt,revised_completion_date_dt,max_available_horizon,gap_to_next_snapshot,prev_cost_overrun_pct,prev_physical_progress_pct,prev_completion_revised_flag,cost_overrun_trend_1m,progress_trend_1m,rolling_progress_velocity_3m,rolling_cost_growth_3m,rolling_expenditure_growth_3m,snapshots_so_far,next_cost_overrun_pct,next_completion_revised_flag,next_schedule_slippage_months,y_cost_risk_1m,y_schedule_risk_1m,y_combined_risk_1m,y_cost_overrun_actual_next,expected_progress_pct,progress_gap_enhanced_pct,prev_overall_risk_proxy,prev_progress_gap_enhanced_pct,progress_gap_change_1m,prev_expenditure_pct,expenditure_progress_efficiency_gap,prev_expenditure_progress_efficiency_gap,efficiency_gap_change_1m,prev_progress_velocity,progress_velocity_change_1m,prev_expenditure_growth,expenditure_growth_change_1m,financial_efficiency_risk,progress_risk,data_quality_score
2026-07,Ministry of Railways,Railways,611,Tindivanam-Nagari 179.2 km,CAOC/SR SR mor,400275,"Multi-States (Andhra Pradesh, Tamil Nadu)",07/2008,05/2009,09/2016,03/2028,3631.0,3631.34,1175.82,16.0,0.00936381162215,32.3828146516,32.3797826698,16.3797826698,206.0,88.05,20.01,84.0,137.95,1,,,,,,,4.19790104948,,2026-07-01,2008-07-01,2009-05-01,2016-09-01,2028-03-01,0,,0.0,16.85,1.0,0.00936381162215,-0.8500000000000014,0.175,0.0,2.956655753585,11,,,,,,,,91.1504424778761,75.1504424778761,,74.13712446351931,1.0133180143567841,36.7747177086,16.3828146516,19.9247177086,-3.541903056999999,0.1,,2.85940978454,,0.4298963549376366,0.7721041864654146,0.9001135568823069
2025-07,Ministry of Railways,Railways,694,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,400277,West Bengal,10/2011,,12/2025,03/2026,8964.0,8964.0,8097.47,80.0,0.0,90.333221776,90.333221776,10.333221776,,,7.98,20.0,2.96,1,,,,,,,2.50626566416,,2025-07-01,2011-10-01,,2025-12-01,2026-03-01,11,1.0,,,,,,,,,1,0.0,1.0,2.96,0.0,0.0,0.0,0.0,,,,,,,10.333221776000002,,,,,,,0.609548218798617,0.4540855268656197,0.37711282433692017
2025-08,Ministry of Railways,Railways,731,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,400277,West Bengal,03/2010,10/2011,12/2025,03/2026,8964.0,8964.0,8097.47,80.0,0.0,90.333221776,90.333221776,10.333221776,166.01,170.02,6.97,20.0,2.96,1,,,,,,,2.86944045911,,2025-08-01,2010-03-01,2011-10-01,2025-12-01,2026-03-01,10,1.0,0.0,80.0,1.0,0.0,0.0,,,,2,0.0,1.0,2.96,0.0,0.0,0.0,0.0,95.95375722543352,15.95375722543352,,,,90.333221776,10.333221776000002,10.333221776000002,0.0,,,,,0.609548218798617,0.4711645383125761,0.5474217378534549
2025-09,Ministry of Railways,Railways,725,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,400277,West Bengal,03/2010,10/2011,12/2025,03/2026,8964.0,8964.0,8097.47,80.0,0.0,90.333221776,90.333221776,10.333221776,167.03,170.02,5.95,20.0,2.96,1,0.0,0.0,0.0,0.0,0.0,0.0,3.36134453782,-3.36134453782,2025-09-01,2010-03-01,2011-10-01,2025-12-01,2026-03-01,9,1.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,2.96,0.0,0.0,0.0,0.0,96.53179190751445,16.531791907514446,,15.95375722543352,0.5780346820809257,90.333221776,10.333221776000002,10.333221776000002,0.0,,,,,0.609548218798617,0.43529362557950363,0.6929617407183404
2025-10,Ministry of Railways,Railways,751,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,400277,West Bengal,03/2010,10/2011,12/2025,03/2026,8964.0,8964.0,8316.32,81.0,0.0,92.7746541722,92.7746541722,11.7746541722,168.02,170.02,4.96,19.0,2.96,1,1.0,218.85,0.0,0.0,1.0,2.70269602728,3.83064516129,-2.83064516129,2025-10-01,2010-03-01,2011-10-01,2025-12-01,2026-03-01,8,1.0,0.0,80.0,1.0,0.0,1.0,0.5,0.0,1.35134801364,4,0.0,1.0,2.96,0.0,0.0,0.0,0.0,97.10982658959537,16.10982658959537,,16.531791907514446,-0.4219653179190743,90.333221776,11.774654172200002,10.333221776000002,1.4414323961999997,0.0,1.0,0.0,2.70269602728,0.682381755423802,0.42123967579956056,0.7608783632385625
2025-11,Ministry of Railways,Railways,754,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,400277,West Bengal,03/2010,10/2011,12/2025,03/2026,8964.0,8964.0,8316.32,81.0,0.0,92.7746541722,92.7746541722,11.7746541722,169.03,170.02,3.94,19.0,2.96,1,0.0,0.0,0.0,0.0,0.0,0.0,4.82233502538,-4.82233502538,2025-11-01,2010-03-01,2011-10-01,2025-12-01,2026-03-01,7,1.0,0.0,81.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.90089867576,5,0.0,1.0,2.96,0.0,0.0,0.0,0.0,97.6878612716763,16.687861271676297,,16.10982658959537,0.5780346820809257,92.7746541722,11.774654172200002,11.774654172200002,0.0,1.0,-1.0,2.70269602728,-2.70269602728,0.6065337832349118,0.41692894878687903,0.8137718820408764
2025-12,Ministry of Railways,Railways,740,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,400277,West Bengal,03/2010,10/2011,12/2025,03/2026,8964.0,8964.0,8428.89,85.0,0.0,94.0304551539,94.0304551539,9.03045515395,170.02,170.02,2.96,15.0,2.96,1,4.0,112.57,0.0,0.0,4.0,1.35360351694,5.06756756757,-1.06756756757,2025-12-01,2010-03-01,2011-10-01,2025-12-01,2026-03-01,6,1.0,0.0,81.0,1.0,0.0,4.0,1.6666666666666667,0.0,1.3520998480733333,6,0.0,1.0,2.96,0.0,0.0,0.0,0.0,98.26589595375722,13.265895953757223,,16.687861271676297,-3.4219653179190743,92.7746541722,9.030455153899993,11.774654172200002,-2.7441990183000087,0.0,4.0,0.0,1.35360351694,0.5262379935108511,0.3983473455187495,0.8549653959035206
2026-01,Ministry of Railways,Railways,773,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,400277,West Bengal,03/2010,10/2011,12/2025,03/2026,8964.0,8964.0,8482.33,85.0,0.0,94.6266175814,94.6266175814,9.62661758144,171.04,170.02,1.94,15.0,2.96,1,0.0,53.44,0.0,0.0,0.0,0.634009934879,7.73195876289,-7.73195876289,2026-01-01,2010-03-01,2011-10-01,2025-12-01,2026-03-01,5,3.0,0.0,85.0,1.0,0.0,0.0,1.3333333333333333,0.0,0.662537817273,7,0.0,1.0,23.98,,,,0.0,98.84393063583815,13.843930635838149,,13.265895953757223,0.5780346820809257,94.0304551539,9.626617581399998,9.030455153899993,0.5961624275000048,4.0,-4.0,1.35360351694,-0.719593582061,0.6308726129845463,0.3805432104696071,0.8870469367572107
2026-04,Ministry of Railways,Railways,779,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,400277,West Bengal,03/2010,10/2011,12/2025,12/2027,8964.0,8964.0,8621.5,86.6,0.0,96.1791610888,96.1791610888,9.5791610888,174.0,170.02,20.01,13.4,23.98,1,1.6,139.17,0.0,0.0,1.6,1.6407048535,0.669665167416,0.930334832584,2026-04-01,2010-03-01,2011-10-01,2025-12-01,2027-12-01,2,1.0,0.0,85.0,1.0,0.0,1.5999999999999943,1.8666666666666665,0.0,1.2094394351063331,8,0.0,1.0,23.98,0.0,0.0,0.0,0.0,89.69072164948454,3.09072164948455,,13.843930635838149,-10.753208986353599,94.6266175814,9.579161088800006,9.626617581399998,-0.04745649259999141,0.0,1.6,0.634009934879,1.006694918621,0.6212686537076727,0.41257679051892393,0.9120320658962018
2026-05,Ministry of Railways,Railways,781,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,400277,West Bengal,03/2010,10/2011,12/2025,12/2027,8964.0,8964.0,8733.02,87.0,0.0,97.4232485498,97.4232485498,10.4232485498,174.98,170.02,19.02,13.0,23.98,1,0.4,111.52,0.0,0.0,0.4,1.29351041002,0.68349106204,-0.28349106204,2026-05-01,2010-03-01,2011-10-01,2025-12-01,2027-12-01,1,1.0,0.0,86.6,1.0,0.0,0.4000000000000057,0.6666666666666666,0.0,1.1894083994663331,9,0.0,1.0,23.98,0.0,0.0,0.0,0.0,90.20618556701031,3.2061855670103085,,3.09072164948455,0.11546391752575857,96.1791610888,10.423248549799993,9.579161088800006,0.8440874609999867,1.6,-1.2000000000000002,1.6407048535,-0.34719444348000006,0.6503203434579914,0.4514122285265889,0.9314905040347882
2026-06,Ministry of Railways,Railways,765,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,400277,West Bengal,03/2010,10/2011,12/2025,12/2027,8964.0,8964.0,8984.66,87.0,0.0,100.230477465,100.230477465,13.2304774654,176.0,170.02,18.0,13.0,23.98,1,0.0,251.64,0.0,0.0,0.0,2.88147742705,0.722222222222,-0.722222222222,2026-06-01,2010-03-01,2011-10-01,2025-12-01,2027-12-01,0,,0.0,87.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.93856423019,10,,,,,,,,90.72164948453609,3.721649484536087,,3.2061855670103085,0.5154639175257785,97.4232485498,13.230477465000007,10.423248549799993,2.807228915200014,0.4,-0.4,1.29351041002,1.5879670170300002,0.7448808675403302,0.4196991437686535,0.9466447508944658
2025-07,Ministry of Railways,Railways,668,Ph II extension of MRTS from Velachery to St Thomas Mount,Southern Railways [SR] - construction,400280,Tamil Nadu,11/2008,,07/2024,08/2025,734.0,982.0,475.73,99.0,33.7874659401,64.8133514986,48.4450101833,-50.5549898167,,,1.02,1.0,13.01,1,,,,,,,0.980392156863,,2025-07-01,2008-11-01,,2024-07-01,2025-08-01,12,1.0,,,,,,,,,1,33.7874659401,1.0,13.01,1.0,0.0,1.0,33.7874659401,,,,,,,-34.1866485014,,,,,,,0.3476258151731561,0.4540855268656197,0.37711282433692017
2025-08,Ministry of Railways,Railways,702,Ph II extension of MRTS from Velachery to St Thomas Mount,Southern Railways [SR] - construction,400280,Tamil Nadu,11/2007,11/2008,07/2024,08/2025,734.0,982.0,475.73,99.0,33.7874659401,64.8133514986,48.4450101833,-50.5549898167,200.97,187.96,0.0,1.0,13.01,1,,,,,,,,,2025-08-01,2007-11-01,2008-11-01,2024-07-01,2025-08-01,11,1.0,33.7874659401,99.0,1.0,0.0,0.0,,,,2,33.7874659401,1.0,13.01,1.0,0.0,1.0,33.7874659401,100.0,1.0,,,,64.8133514986,-34.1866485014,-34.1866485014,0.0,,,,,0.3476258151731561,0.3404444122377938,0.48908840452012164
2025-09,Ministry of Railways,Railways,697,Ph II extension of MRTS from Velachery to St Thomas Mount,Southern Railways [SR] - construction,400280,Tamil Nadu,11/2007,11/2008,07/2024,08/2025,734.0,982.0,475.73,99.0,33.7874659401,64.8133514986,48.4450101833,-50.5549898167,201.99,187.96,-1.02,1.0,13.01,1,0.0,0.0,0.0,0.0,0.0,0.0,,,2025-09-01,2007-11-01,2008-11-01,2024-07-01,2025-08-01,10,1.0,33.7874659401,99.0,1.0,0.0,0.0,0.0,0.0,0.0,3,33.7874659401,1.0,13.01,1.0,0.0,1.0,33.7874659401,100.0,1.0,,1.0,0.0,64.8133514986,-34.1866485014,-34.1866485014,0.0,,,,,0.3476258151731561,0.3404444122377938,0.6346284073850071
2025-10,Ministry of Railways,Railways,724,Ph II extension of MRTS from Velachery to St Thomas Mount,Southern Railways [SR] - construction,400280,Tamil Nadu,11/2007,11/2008,07/2024,08/2025,734.0,982.0,475.73,99.0,33.7874659401,64.8133514986,48.4450101833,-50.5549898167,202.97,187.96,-2.0,1.0,13.01,1,0.0,0.0,0.0,0.0,0.0,0.0,,,2025-10-01,2007-11-01,2008-11-01,2024-07-01,2025-08-01,9,1.0,33.7874659401,99.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0.00136239782016,1.0,2.04,1.0,0.0,1.0,0.00136239782016,100.0,1.0,,1.0,0.0,64.8133514986,-34.1866485014,-34.1866485014,0.0,0.0,0.0,0.0,0.0,0.3476258151731561,0.3404444122377938,0.7025450299052292
2025-11,Ministry of Railways,Railways,727,Ph II extension of MRTS from Velachery to St Thomas Mount,Ministry of Railways,400280,Tamil Nadu,11/2007,11/2008,07/2025,09/2025,734.0,734.01,475.73,99.0,0.00136239782016,64.8133514986,64.812468495,-34.187531505,203.99,199.95,-2.0,1.0,2.04,1,,,,,,,,,2025-11-01,2007-11-01,2008-11-01,2025-07-01,2025-09-01,8,1.0,33.7874659401,99.0,1.0,-33.78610354227984,0.0,0.0,0.0,0.0,5,0.00136239782016,1.0,2.04,1.0,0.0,1.0,0.00136239782016,100.0,1.0,,1.0,0.0,64.8133514986,-34.1866485014,-34.1866485014,0.0,0.0,,0.0,,0.3476258151731561,0.3404444122377938,0.6971052153742098
2025-12,Ministry of Railways,Railways,714,Phase II extension of MRTS from Velachery to St Thomas Mount,Ministry of Railways,400280,Tamil Nadu,11/2007,11/2008,07/2025,09/2025,734.0,734.01,479.19,99.0,0.00136239782016,65.2847411444,65.2838517186,-33.7161482814,204.98,199.95,-2.99,1.0,2.04,1,,,,,,,,,2025-12-01,2007-11-01,2008-11-01,2025-07-01,2025-09-01,7,1.0,0.00136239782016,99.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0.00136239782016,1.0,2.04,1.0,0.0,1.0,0.00136239782016,100.0,1.0,,1.0,0.0,64.8133514986,-33.7152588556,-34.1866485014,0.4713896458000022,,,,,0.3672562409531596,0.3404444122377938,0.7382987292368539
2026-01,Ministry of Railways,Railways,746,Phase II extension of MRTS from Velachery to St Thomas Mount,Ministry of Railways,400280,Tamil Nadu,11/2007,11/2008,07/2025,09/2025,734.0,734.01,479.19,99.0,0.00136239782016,65.2847411444,65.2838517186,-33.7161482814,206.0,199.95,-4.01,1.0,2.04,1,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-01-01,2007-11-01,2008-11-01,2025-07-01,2025-09-01,6,3.0,0.00136239782016,99.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0.00136239782016,1.0,2.04,,,,0.00136239782016,100.0,1.0,,1.0,0.0,65.2847411444,-33.7152588556,-33.7152588556,0.0,,,,,0.3507904919000069,0.3404444122377938,0.8287136034238773
2026-04,Ministry of Railways,Railways,751,Phase II extension of MRTS from Velachery to St Thomas Mount,Ministry of Railways,400280,Tamil Nadu,11/2007,11/2008,07/2025,09/2025,734.0,734.01,486.53,99.9,0.00136239782016,66.2847411444,66.2838380948,-33.6161619052,208.95,199.95,-6.97,0.1,2.04,1,0.9,7.34,0.0,0.0,0.9,1.53175149732,,,2026-04-01,2007-11-01,2008-11-01,2025-07-01,2025-09-01,3,1.0,0.00136239782016,99.0,1.0,0.0,0.9000000000000057,0.45,0.0,0.76587574866,8,0.00136239782016,1.0,2.04,1.0,0.0,1.0,0.00136239782016,100.0,0.09999999999999432,,1.0,-0.9000000000000057,65.2847411444,-33.615258855600004,-33.7152588556,0.09999999999999432,0.0,0.9,0.0,1.53175149732,0.36439543130745994,0.307797214773048,0.8536987325628684
2026-05,Ministry of Railways,Railways,753,Phase II extension of MRTS from Velachery to St Thomas Mount,Ministry of Railways,400280,Tamil Nadu,11/2007,11/2008,07/2025,09/2025,734.0,734.01,486.53,99.9,0.00136239782016,66.2847411444,66.2838380948,-33.6161619052,209.94,199.95,-7.95,0.1,2.04,1,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-01,2007-11-01,2008-11-01,2025-07-01,2025-09-01,2,1.0,0.00136239782016,99.9,1.0,0.0,0.0,0.3,0.0,0.5105838324399999,9,0.00136239782016,1.0,2.04,1.0,0.0,1.0,0.00136239782016,100.0,0.09999999999999432,,0.09999999999999432,0.0,66.2847411444,-33.615258855600004,-33.615258855600004,0.0,0.9,-0.9,1.53175149732,-1.53175149732,0.3439343408542535,0.35735668613868676,0.8731571707014549
2026-06,Ministry of Railways,Railways,738,Phase II extension of MRTS from Velachery to St Thomas Mount,Ministry of Railways,400280,Tamil Nadu,11/2007,11/2008,07/2025,09/2025,734.0,734.01,486.53,99.9,0.00136239782016,66.2847411444,66.2838380948,-33.6161619052,210.96,199.95,-8.97,0.1,2.04,1,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-01,2007-11-01,2008-11-01,2025-07-01,2025-09-01,1,1.0,0.00136239782016,99.9,1.0,0.0,0.0,0.3,0.0,0.5105838324399999,10,0.00136239782016,1.0,2.04,1.0,0.0,1.0,0.00136239782016,100.0,0.09999999999999432,,0.09999999999999432,0.0,66.2847411444,-33.615258855600004,-33.615258855600004,0.0,0.0,0.0,0.0,0.0,0.35241364477797826,0.3325769504558674,0.8883114175611324
2026-07,Ministry of Railways,Railways,693,Phase II extension of MRTS from Velachery to St Thomas Mount,Ministry of Railways,400280,Tamil Nadu,11/2007,11/2008,07/2025,09/2025,734.0,734.01,486.53,99.9,0.00136239782016,66.2847411444,66.2838380948,-33.6161619052,211.94,199.95,-9.95,0.1,2.04,1,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-07-01,2007-11-01,2008-11-01,2025-07-01,2025-09-01,0,,0.00136239782016,99.9,1.0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,100.0,0.09999999999999432,,0.09999999999999432,0.0,66.2847411444,-33.615258855600004,-33.615258855600004,0.0,0.0,0.0,0.0,0.0,0.35241364477797826,0.3325769504558674,0.9001135568823069
2025-07,Ministry of Railways,Railways,478,Doubling of Kirandul-Jagdalpur Line [150 km],East Coast Railway [ECoR] - II,400291,Chhattisgarh,03/2013,,03/2020,12/2025,1589.0,1798.0,1541.7,92.0,13.1529263688,97.023285085,85.745272525,-6.25472747497,,,5.03,8.0,69.03,1,,,,,,,1.59045725646,,2025-07-01,2013-03-01,,2020-03-01,2025-12-01,12,1.0,,,,,,,,,1,13.1529263688,1.0,69.03,1.0,0.0,1.0,13.1529263688,,,,,,,5.023285084999998,,,,,,,0.5979951989490583,0.4540855268656197,0.37711282433692017
2025-08,Ministry of Railways,Railways,504,Doubling of Kirandul-Jagdalpur Line [150 km],East Coast Railway [ECoR] - II,400291,Chhattisgarh,02/2013,03/2013,03/2020,12/2025,1589.0,1798.0,1542.79,92.0,13.1529263688,97.0918816866,85.8058954394,-6.19410456062,149.03,84.01,4.01,8.0,69.03,1,,,,,,,1.99501246883,,2025-08-01,2013-02-01,2013-03-01,2020-03-01,2025-12-01,11,1.0,13.1529263688,92.0,1.0,0.0,0.0,,,,2,13.1529263688,1.0,69.03,1.0,0.0,1.0,13.1529263688,97.38562091503267,5.385620915032675,,,,97.023285085,5.091881686600004,5.023285084999998,0.06859660160000658,,,,,0.6007916481879159,0.3787818621700568,0.5474217378534549
2025-09,Ministry of Railways,Railways,512,Doubling of Kirandul-Jagdalpur Line [150 km],East Coast Railway [ECoR] - II,400291,Chhattisgarh,02/2013,03/2013,03/2020,12/2025,1589.0,1798.0,1542.79,92.0,13.1529263688,97.0918816866,85.8058954394,-6.19410456062,150.05,84.01,2.99,8.0,69.03,1,0.0,0.0,0.0,0.0,0.0,0.0,2.67558528428,-2.67558528428,2025-09-01,2013-02-01,2013-03-01,2020-03-01,2025-12-01,10,1.0,13.1529263688,92.0,1.0,0.0,0.0,0.0,0.0,0.0,3,13.1529263688,1.0,69.03,1.0,0.0,1.0,13.1529263688,98.0392156862745,6.039215686274503,,5.385620915032675,0.6535947712418277,97.0918816866,5.091881686600004,5.091881686600004,0.0,,,,,0.5984460224779624,0.3657552975619798,0.6929617407183404
2025-10,Ministry of Railways,Railways,533,Doubling of Kirandul-Jagdalpur Line [150 km],East Coast Railway [ECoR] - II,400291,Chhattisgarh,02/2013,03/2013,03/2020,12/2025,1589.0,1798.0,1566.97,93.0,13.1529263688,98.613593455,87.1507230256,-5.84927697442,151.03,84.01,2.0,7.0,69.03,1,1.0,24.18,0.0,0.0,1.0,1.56729042838,3.5,-2.5,2025-10-01,2013-02-01,2013-03-01,2020-03-01,2025-12-01,9,1.0,13.1529263688,92.0,1.0,0.0,1.0,0.5,0.0,0.78364521419,4,13.1529263688,1.0,69.03,1.0,0.0,1.0,13.1529263688,98.69281045751634,5.6928104575163445,,6.039215686274503,-0.34640522875815805,97.0918816866,5.613593455,5.091881686600004,0.5217117683999959,0.0,1.0,0.0,1.56729042838,0.6301156785679097,0.3408741742101135,0.7608783632385625
2025-11,Ministry of Railways,Railways,536,Doubling of Kirandul-Jagdalpur Line [150 km],East Coast Railway [ECoR] - II,400291,Chhattisgarh,02/2013,03/2013,03/2020,12/2025,1589.0,1798.0,1576.81,94.0,13.1529263688,99.2328508496,87.6979977753,-6.30200222469,152.05,84.01,0.99,6.0,69.03,1,1.0,9.84,0.0,0.0,1.0,0.627963521956,6.06060606061,-5.06060606061,2025-11-01,2013-02-01,2013-03-01,2020-03-01,2025-12-01,8,1.0,13.1529263688,93.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.7317513167786668,5,13.1529263688,1.0,69.03,1.0,0.0,1.0,13.1529263688,99.34640522875817,5.346405228758172,,5.6928104575163445,-0.34640522875817226,98.613593455,5.232850849599998,5.613593455,-0.3807426054000018,1.0,0.0,1.56729042838,-0.939326906424,0.5848500575091856,0.2825452618628659,0.8137718820408764
2025-12,Ministry of Railways,Railways,529,Doubling of Kirandul-Jagdalpur Line [150 km],East Coast Railway [ECoR] - II,400291,Chhattisgarh,02/2013,03/2013,03/2020,12/2025,1589.0,1798.0,1592.19,95.0,13.1529263688,100.200755192,88.5533926585,-6.44660734149,153.03,84.01,0.0,5.0,69.03,1,1.0,15.38,0.0,0.0,1.0,0.975387015557,,,2025-12-01,2013-02-01,2013-03-01,2020-03-01,2025-12-01,7,1.0,13.1529263688,94.0,1.0,0.0,1.0,1.0,0.0,1.0568803219643332,6,13.1529263688,1.0,73.99,1.0,1.0,1.0,13.1529263688,100.0,5.0,,5.346405228758172,-0.34640522875817226,99.2328508496,5.200755192000003,5.232850849599998,-0.032095657599995775,1.0,0.0,0.627963521956,0.347423493601,0.6054739394345974,0.3754109090463556,0.7966320625701873
2026-01,Ministry of Railways,Railways,562,Doubling of Kirandul-Jagdalpur Line [150 km],East Coast Railway [ECoR] - II,400291,Chhattisgarh,02/2013,03/2013,03/2020,05/2026,1589.0,1798.0,1601.53,95.0,13.1529263688,100.788546256,89.0728587319,-5.92714126808,154.05,84.01,3.94,5.0,73.99,1,0.0,9.34,0.0,0.0,0.0,0.586613406691,1.26903553299,-1.26903553299,2026-01-01,2013-02-01,2013-03-01,2020-03-01,2026-05-01,6,3.0,13.1529263688,95.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.7299879814013334,7,13.1529263688,1.0,84.99,,,,13.1529263688,97.46835443037975,2.4683544303797476,,5.0,-2.5316455696202524,100.200755192,5.788546256000004,5.200755192000003,0.587791064000001,1.0,-1.0,0.975387015557,-0.388773608866,0.6267493180375727,0.40757410662088817,0.8870469367572107
2026-04,Ministry of Railways,Railways,557,Doubling of Kirandul-Jagdalpur Line [150 km],East Coast Railway [ECoR] - II,400291,Chhattisgarh,02/2013,03/2013,03/2020,04/2027,1589.0,1798.0,1656.54,97.6,13.1529263688,104.250471995,92.1323692992,-5.46763070078,157.01,84.01,11.99,2.4,84.99,1,2.6,55.01,0.0,0.0,2.6,3.43484043384,0.200166805671,2.39983319433,2026-04-01,2013-02-01,2013-03-01,2020-03-01,2027-04-01,3,1.0,13.1529263688,95.0,1.0,0.0,2.5999999999999943,1.2,0.0,1.6656136186959998,8,13.1529263688,1.0,84.99,1.0,0.0,1.0,13.1529263688,92.89940828402366,-4.70059171597633,,2.4683544303797476,-7.1689461463560775,100.788546256,6.650471995000004,5.788546256000004,0.8619257390000001,0.0,2.6,0.586613406691,2.848227027149,0.6648051829712088,0.3610132158590308,0.9120320658962018
2026-05,Ministry of Railways,Railways,559,Doubling of Kirandul-Jagdalpur Line [150 km],East Coast Railway [ECoR] - II,400291,Chhattisgarh,02/2013,03/2013,03/2020,04/2027,1589.0,1798.0,1656.54,97.6,13.1529263688,104.250471995,92.1323692992,-5.46763070078,158.0,84.01,11.01,2.4,84.99,1,0.0,0.0,0.0,0.0,0.0,0.0,0.217983651226,-0.217983651226,2026-05-01,2013-02-01,2013-03-01,2020-03-01,2027-04-01,2,1.0,13.1529263688,97.6,1.0,0.0,0.0,0.8666666666666667,0.0,1.3404846135103334,9,13.1529263688,1.0,84.99,1.0,0.0,1.0,13.1529263688,93.49112426035504,-4.108875739644958,,-4.70059171597633,0.591715976331372,104.250471995,6.650471995000004,6.650471995000004,0.0,2.6,-2.6,3.43484043384,-3.43484043384,0.6002836870090589,0.45445173184566345,0.9314905040347882
2026-06,Ministry of Railways,Railways,548,Doubling of Kirandul-Jagdalpur Line [150 km],East Coast Railway [ECoR] - II,400291,Chhattisgarh,02/2013,03/2013,03/2020,04/2027,1589.0,1798.0,1691.27,96.17,13.1529263688,106.436123348,94.0639599555,-2.10604004449,159.01,84.01,9.99,3.83,84.99,1,-1.43,34.73,0.0,0.0,-1.43,2.09653856834,0.383383383383,-1.81338338338,2026-06-01,2013-02-01,2013-03-01,2020-03-01,2027-04-01,1,1.0,13.1529263688,97.6,1.0,0.0,-1.4299999999999926,0.39,0.0,1.8437930007266663,10,13.1529263688,1.0,84.99,1.0,0.0,1.0,13.1529263688,94.0828402366864,-2.0871597633136076,,-4.108875739644958,2.0217159763313504,104.250471995,10.266123347999994,6.650471995000004,3.61565135299999,0.0,-1.43,0.0,2.09653856834,0.7772541113390974,0.3706280146242184,0.9466447508944658
2026-07,Ministry of Railways,Railways,548,Kirandul-Jagdalpur 150 km,CAO/C/ECOR ECoR mor,400291,Chhattisgarh,02/2013,04/2013,03/2020,04/2027,1589.0,1798.0,1369.01,89.0,13.1529263688,86.1554436753,76.1407119021,-12.8592880979,158.98,82.99,9.0,11.0,84.99,1,,,,,,,1.22222222222,,2026-07-01,2013-02-01,2013-04-01,2020-03-01,2027-04-01,0,,13.1529263688,96.17,1.0,0.0,-7.170000000000002,-0.715,0.0,1.04826928417,11,,,,,,,,94.64285714285714,5.642857142857139,,-2.0871597633136076,7.730016906170746,106.436123348,-2.844556324699994,10.266123347999994,-13.110679672699987,-1.43,,2.09653856834,,0.4305628250445596,0.38103052460487447,0.9001135568823069
2025-07,Ministry of Railways,Railways,448,Nadikudi - Srikalahasti New Line,South Central Railway [SCR] - II,400298,Andhra Pradesh,12/2016,,05/2027,03/2028,2312.0,5200.0,2179.0,54.0,124.91349481,94.2474048443,41.9038461538,-12.0961538462,,,32.0,46.0,10.02,1,,,,,,,1.4375,,2025-07-01,2016-12-01,,2027-05-01,2028-03-01,12,1.0,,,,,,,,,1,124.91349481,1.0,10.02,1.0,0.0,1.0,124.91349481,,,,,,,40.24740484429999,,,,,,,0.6688019408873255,0.4540855268656197,0.37711282433692017
