report_month,ministry,sector,sl_no,project_name,implementing_agency,project_code,state,approval_date,start_date,original_completion_date,revised_completion_date,original_cost_cr,revised_cost_cr,cumulative_expenditure_cr,physical_progress_pct,cost_overrun_pct,expenditure_original_cost_pct,expenditure_revised_cost_pct,progress_expenditure_gap_pct,project_age_months,planned_duration_months,remaining_duration_months,remaining_progress_pct,schedule_slippage_months,completion_date_revised_flag,monthly_progress_change_pct,monthly_expenditure_change_cr,monthly_revised_cost_change_cr,monthly_cost_growth_pct,progress_velocity_pct_per_month,expenditure_growth_pct,required_progress_velocity_pct_per_month,velocity_gap_pct_points,report_month_dt,approval_date_dt,start_date_dt,original_completion_date_dt,revised_completion_date_dt,max_available_horizon,gap_to_next_snapshot,prev_cost_overrun_pct,prev_physical_progress_pct,prev_completion_revised_flag,cost_overrun_trend_1m,progress_trend_1m,rolling_progress_velocity_3m,rolling_cost_growth_3m,rolling_expenditure_growth_3m,snapshots_so_far,next_cost_overrun_pct,next_completion_revised_flag,next_schedule_slippage_months,y_cost_risk_1m,y_schedule_risk_1m,y_combined_risk_1m,y_cost_overrun_actual_next,expected_progress_pct,progress_gap_enhanced_pct,prev_overall_risk_proxy,prev_progress_gap_enhanced_pct,progress_gap_change_1m,prev_expenditure_pct,expenditure_progress_efficiency_gap,prev_expenditure_progress_efficiency_gap,efficiency_gap_change_1m,prev_progress_velocity,progress_velocity_change_1m,prev_expenditure_growth,expenditure_growth_change_1m,financial_efficiency_risk,progress_risk,data_quality_score
2026-06,Ministry of Power,Electricity Generation,166,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],National Thermal Power Corporation [NTPC],400261,Jharkhand,11/2017,11/2017,03/2023,04/2027,18668.0,20302.0,19207.59,90.5,8.75294621813,102.890454253,94.6093488326,4.10934883263,102.97,63.93,9.99,9.5,49.02,1,0.3,143.0,0.0,0.0,0.3,0.750081695961,0.950950950951,-0.650950950951,2026-06-01,2017-11-01,2017-11-01,2023-03-01,2027-04-01,1,1.0,8.75294621813,90.2,1.0,0.0,0.2999999999999971,1.5,0.0,1.841890380617,10,8.75294621813,1.0,49.02,1.0,0.0,1.0,8.75294621813,91.1504424778761,0.6504424778760978,,0.06548672566370328,0.5849557522123945,102.12443754,12.390454253000001,11.92443754,0.4660167130000019,1.46,-1.16,2.00422685928,-1.254145163319,0.6525475722937364,0.4160824919710822,0.9466447508944658
2026-07,Ministry of Power,Electricity Generation,166,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],National Thermal Power Corporation [NTPC],400261,Jharkhand,11/2017,11/2017,03/2023,04/2027,18668.0,20302.0,19735.72,92.0,8.75294621813,105.719520034,97.2107181558,5.21071815585,103.95,63.93,9.0,8.0,49.02,1,1.5,528.13,0.0,0.0,1.5,2.74959013598,0.888888888889,0.611111111111,2026-07-01,2017-11-01,2017-11-01,2023-03-01,2027-04-01,0,,8.75294621813,90.5,1.0,0.0,1.5,1.086666666666667,0.0,1.8346328970736667,11,,,,,,,,92.03539823008849,0.03539823008848941,,0.6504424778760978,-0.6150442477876084,102.890454253,13.719520033999999,12.390454253000001,1.329065780999997,0.3,1.2,0.750081695961,1.999508440019,0.7114006805154547,0.3865548540412024,0.9584468902156401
2025-07,Ministry of Railways,Railways,549,Wardha-Nanded Via Yavatmal New BG Line,Central Railway [CR] - II,400271,Maharashtra,04/2008,,03/2028,03/2028,3445.0,3445.0,3002.93,50.0,0.0,87.1677793904,87.1677793904,37.1677793904,,,32.0,50.0,0.0,0,,,,,,,1.5625,,2025-07-01,2008-04-01,,2028-03-01,2028-03-01,11,1.0,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,37.1677793904,,,,,,,0.6594914730327455,0.4540855268656197,0.37711282433692017
2025-08,Ministry of Railways,Railways,578,Wardha-Nanded Via Yavatmal New BG Line,Central Railway [CR] - II,400271,Maharashtra,12/2017,04/2008,03/2028,03/2028,3445.0,3445.0,3002.93,50.0,0.0,87.1677793904,87.1677793904,37.1677793904,208.0,238.98,30.98,50.0,0.0,0,,,,,,,1.61394448031,,2025-08-01,2017-12-01,2008-04-01,2028-03-01,2028-03-01,10,1.0,0.0,50.0,0.0,0.0,0.0,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.02928870292888,37.02928870292888,,,,87.1677793904,37.1677793904,37.1677793904,0.0,,,,,0.6594914730327455,0.6553989143492225,0.5474217378534549
2025-09,Ministry of Railways,Railways,582,Wardha-Nanded Via Yavatmal New BG Line,Central Railway [CR] - II,400271,Maharashtra,12/2017,04/2008,03/2028,03/2028,3445.0,3445.0,3002.93,50.0,0.0,87.1677793904,87.1677793904,37.1677793904,209.02,238.98,29.96,50.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.66889185581,-1.66889185581,2025-09-01,2017-12-01,2008-04-01,2028-03-01,2028-03-01,9,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.44769874476988,37.44769874476988,,37.02928870292888,0.4184100418409997,87.1677793904,37.1677793904,37.1677793904,0.0,,,,,0.6594914730327455,0.6728822785959319,0.6929617407183404
2025-10,Ministry of Railways,Railways,603,Wardha-Nanded Via Yavatmal New BG Line,Central Railway [CR] - II,400271,Maharashtra,12/2017,04/2008,03/2028,03/2028,3445.0,3445.0,3002.93,50.0,0.0,87.1677793904,87.1677793904,37.1677793904,210.0,238.98,28.98,50.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.72532781228,-1.72532781228,2025-10-01,2017-12-01,2008-04-01,2028-03-01,2028-03-01,8,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1.0,21.03,0.0,1.0,1.0,0.0,87.86610878661088,37.86610878661088,,37.44769874476988,0.4184100418409997,87.1677793904,37.1677793904,37.1677793904,0.0,0.0,0.0,0.0,0.0,0.6594914730327455,0.674714198389121,0.7608783632385625
2025-11,Ministry of Railways,Railways,607,Wardha-Nanded Via Yavatmal New BG Line,Central Railway [CR] - II,400271,Maharashtra,12/2017,04/2008,03/2025,12/2026,3445.0,3445.0,3002.93,50.0,0.0,87.1677793904,87.1677793904,37.1677793904,211.02,202.97,12.98,50.0,21.03,1,,,,,,,3.85208012327,,2025-11-01,2017-12-01,2008-04-01,2025-03-01,2026-12-01,7,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,21.03,0.0,0.0,0.0,0.0,94.19642857142857,44.19642857142857,,37.86610878661088,6.330319784817689,87.1677793904,37.1677793904,37.1677793904,0.0,0.0,,0.0,,0.6594914730327455,0.7180513576838252,0.7554385487075431
2025-12,Ministry of Railways,Railways,591,Wardha-Nanded Via Yavatmal New BG Line,Central Railway [CR] - II,400271,Maharashtra,12/2017,04/2008,03/2025,12/2026,3445.0,3445.0,3002.93,50.0,0.0,87.1677793904,87.1677793904,37.1677793904,212.01,202.97,11.99,50.0,21.03,1,0.0,0.0,0.0,0.0,0.0,0.0,4.17014178482,-4.17014178482,2025-12-01,2017-12-01,2008-04-01,2025-03-01,2026-12-01,6,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,21.03,0.0,0.0,0.0,0.0,94.64285714285714,44.64285714285714,,44.19642857142857,0.4464285714285694,87.1677793904,37.1677793904,37.1677793904,0.0,,,,,0.6594914730327455,0.654865970893029,0.8549653959035206
2026-01,Ministry of Railways,Railways,623,Wardha-Nanded Via Yavatmal New BG Line,Central Railway [CR] - II,400271,Maharashtra,12/2017,04/2008,03/2025,12/2026,3445.0,3445.0,3002.93,50.0,0.0,87.1677793904,87.1677793904,37.1677793904,213.03,202.97,10.97,50.0,21.03,1,0.0,0.0,0.0,0.0,0.0,0.0,4.55788514129,-4.55788514129,2026-01-01,2017-12-01,2008-04-01,2025-03-01,2026-12-01,5,3.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0.0,1.0,21.03,,,,0.0,95.08928571428571,45.08928571428571,,44.64285714285714,0.4464285714285694,87.1677793904,37.1677793904,37.1677793904,0.0,0.0,0.0,0.0,0.0,0.6594914730327455,0.6462252564405901,0.8870469367572107
2026-04,Ministry of Railways,Railways,623,Wardha-Nanded Via Yavatmal New BG Line,Central Railway [CR] - II,400271,Maharashtra,12/2017,04/2008,03/2025,12/2026,3445.0,3445.0,3002.93,50.0,0.0,87.1677793904,87.1677793904,37.1677793904,215.98,202.97,8.02,50.0,21.03,1,0.0,0.0,0.0,0.0,0.0,0.0,6.23441396509,-6.23441396509,2026-04-01,2017-12-01,2008-04-01,2025-03-01,2026-12-01,2,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0.0,1.0,21.03,0.0,0.0,0.0,0.0,96.42857142857143,46.42857142857143,,45.08928571428571,1.3392857142857224,87.1677793904,37.1677793904,37.1677793904,0.0,0.0,0.0,0.0,0.0,0.6594914730327455,0.6036982588852573,0.9120320658962018
2026-05,Ministry of Railways,Railways,625,Wardha-Nanded Via Yavatmal New BG Line,Central Railway [CR] - II,400271,Maharashtra,12/2017,04/2008,03/2025,12/2026,3445.0,3445.0,3002.93,50.0,0.0,87.1677793904,87.1677793904,37.1677793904,216.97,202.97,7.03,50.0,21.03,1,0.0,0.0,0.0,0.0,0.0,0.0,7.11237553343,-7.11237553343,2026-05-01,2017-12-01,2008-04-01,2025-03-01,2026-12-01,1,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0.0,1.0,21.03,0.0,0.0,0.0,0.0,96.875,46.875,,46.42857142857143,0.4464285714285694,87.1677793904,37.1677793904,37.1677793904,0.0,0.0,0.0,0.0,0.0,0.6594914730327455,0.5791993295751043,0.9314905040347882
2026-06,Ministry of Railways,Railways,612,Wardha-Nanded Via Yavatmal New BG Line,Central Railway [CR] - II,400271,Maharashtra,12/2017,04/2008,03/2025,12/2026,3445.0,3445.0,3002.93,50.0,0.0,87.1677793904,87.1677793904,37.1677793904,217.99,202.97,6.01,50.0,21.03,1,0.0,0.0,0.0,0.0,0.0,0.0,8.31946755408,-8.31946755408,2026-06-01,2017-12-01,2008-04-01,2025-03-01,2026-12-01,0,,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,10,,,,,,,,97.32142857142857,47.32142857142857,,46.875,0.4464285714285694,87.1677793904,37.1677793904,37.1677793904,0.0,0.0,0.0,0.0,0.0,0.6594914730327455,0.5440532612918023,0.9466447508944658
2025-07,Ministry of Railways,Railways,693,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,400273,West Bengal,02/2008,,03/2019,02/2026,1189.0,1542.0,1287.05,90.0,29.6888141295,108.246425568,83.4662775616,-6.53372243839,,,7.06,10.0,83.09,1,,,,,,,1.4164305949,,2025-07-01,2008-02-01,,2019-03-01,2026-02-01,12,1.0,,,,,,,,,1,29.6888141295,1.0,83.09,1.0,0.0,1.0,29.6888141295,,,,,,,18.246425568000006,,,,,,,0.6806885182017797,0.4540855268656197,0.37711282433692017
2025-08,Ministry of Railways,Railways,730,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,400273,West Bengal,03/2001,02/2008,03/2019,02/2026,1189.0,1542.0,1307.52,90.0,29.6888141295,109.96804037,84.7937743191,-5.20622568093,209.97,132.93,6.05,10.0,83.09,1,,,,,,,1.65289256198,,2025-08-01,2001-03-01,2008-02-01,2019-03-01,2026-02-01,11,1.0,29.6888141295,90.0,1.0,0.0,0.0,,,,2,29.6888141295,1.0,83.09,1.0,0.0,1.0,29.6888141295,97.22222222222221,7.222222222222214,,,,108.246425568,19.968040369999997,18.246425568000006,1.7216148019999906,,,,,0.7504414143815683,0.3948367406066677,0.5474217378534549
2025-09,Ministry of Railways,Railways,724,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,400273,West Bengal,03/2001,02/2008,03/2019,02/2026,1189.0,1542.0,1320.81,91.0,29.6888141295,111.085786375,85.6556420233,-5.34435797665,210.99,132.93,5.03,9.0,83.09,1,1.0,13.29,0.0,0.0,1.0,1.01642804699,1.78926441352,-0.789264413519,2025-09-01,2001-03-01,2008-02-01,2019-03-01,2026-02-01,10,1.0,29.6888141295,90.0,1.0,0.0,1.0,1.0,0.0,1.01642804699,3,29.6888141295,1.0,83.09,1.0,0.0,1.0,29.6888141295,97.68518518518519,6.6851851851851904,,7.222222222222214,-0.5370370370370239,109.96804037,20.085786374999998,19.968040369999997,0.11774600500000076,,,,,0.6988589297797265,0.4324232755117894,0.6929617407183404
2025-10,Ministry of Railways,Railways,750,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,400273,West Bengal,03/2001,02/2008,03/2019,02/2026,1189.0,1542.0,1323.68,91.0,29.6888141295,111.327165685,85.8417639429,-5.15823605707,211.98,132.93,4.04,9.0,83.09,1,0.0,2.87,0.0,0.0,0.0,0.217290904824,2.22772277228,-2.22772277228,2025-10-01,2001-03-01,2008-02-01,2019-03-01,2026-02-01,9,1.0,29.6888141295,91.0,1.0,0.0,0.0,0.5,0.0,0.616859475907,4,29.6888141295,1.0,83.09,1.0,0.0,1.0,29.6888141295,98.14814814814815,7.148148148148152,,6.6851851851851904,0.4629629629629619,111.085786375,20.327165684999997,20.085786374999998,0.24137930999999924,1.0,-1.0,1.01642804699,-0.7991371421660001,0.7003493784580439,0.41747024577152336,0.7608783632385625
2025-11,Ministry of Railways,Railways,753,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,400273,West Bengal,03/2001,02/2008,03/2019,02/2026,1189.0,1542.0,1330.49,91.0,29.6888141295,111.899915896,86.2833981842,-4.71660181582,212.99,132.93,3.02,9.0,83.09,1,0.0,6.81,0.0,0.0,0.0,0.514474797534,2.98013245033,-2.98013245033,2025-11-01,2001-03-01,2008-02-01,2019-03-01,2026-02-01,8,1.0,29.6888141295,91.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.5827312497826667,5,29.6888141295,1.0,83.09,1.0,0.0,1.0,29.6888141295,98.61111111111111,7.611111111111114,,7.148148148148152,0.4629629629629619,111.327165685,20.899915895999996,20.327165684999997,0.5727502109999989,0.0,0.0,0.217290904824,0.29718389271000006,0.7213050147364353,0.36964432972268135,0.8137718820408764
2025-12,Ministry of Railways,Railways,739,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,400273,West Bengal,03/2001,02/2008,03/2019,02/2026,1189.0,1542.0,1338.36,92.0,29.6888141295,112.561816653,86.7937743191,-5.20622568093,213.98,132.93,2.04,8.0,83.09,1,1.0,7.87,0.0,0.0,1.0,0.591511398056,3.92156862745,-2.92156862745,2025-12-01,2001-03-01,2008-02-01,2019-03-01,2026-02-01,7,1.0,29.6888141295,91.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.4410923668046666,6,29.6888141295,1.0,83.09,1.0,0.0,1.0,29.6888141295,99.07407407407408,7.074074074074076,,7.611111111111114,-0.5370370370370381,111.899915896,20.561816652999994,20.899915895999996,-0.33809924300000205,0.0,1.0,0.514474797534,0.0770366005219999,0.6889711480044032,0.33931121265357567,0.8549653959035206
2026-01,Ministry of Railways,Railways,772,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,400273,West Bengal,03/2001,02/2008,03/2019,02/2026,1189.0,1542.0,1349.63,93.0,29.6888141295,113.509671993,87.5246433204,-5.47535667964,215.0,132.93,1.02,7.0,83.09,1,1.0,11.27,0.0,0.0,1.0,0.842075375833,6.86274509804,-5.86274509804,2026-01-01,2001-03-01,2008-02-01,2019-03-01,2026-02-01,6,3.0,29.6888141295,92.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.649353857141,7,29.6888141295,1.0,83.09,,,,29.6888141295,99.53703703703704,6.537037037037038,,7.074074074074076,-0.5370370370370381,112.561816653,20.509671992999998,20.561816652999994,-0.05214465999999618,1.0,0.0,0.591511398056,0.250563977777,0.701493964089259,0.26700468320157034,0.8870469367572107
2026-04,Ministry of Railways,Railways,778,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,400273,West Bengal,03/2001,02/2008,03/2019,02/2026,1189.0,1542.0,1390.59,96.9,29.6888141295,116.954583684,90.1809338521,-6.71906614786,217.95,132.93,-1.94,3.1,83.09,1,3.9,40.96,0.0,0.0,3.9,3.03490586309,,,2026-04-01,2001-03-01,2008-02-01,2019-03-01,2026-02-01,3,1.0,29.6888141295,93.0,1.0,0.0,3.9000000000000057,1.9666666666666668,0.0,1.4894975456596669,8,29.6888141295,1.0,83.09,1.0,0.0,1.0,29.6888141295,100.0,3.0999999999999943,,6.537037037037038,-3.4370370370370438,113.509671993,20.054583683999994,20.509671992999998,-0.4550883090000042,1.0,2.9,0.842075375833,2.192830487257,0.7035105834490804,0.2789560080843151,0.8536987325628684
2026-05,Ministry of Railways,Railways,780,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,400273,West Bengal,03/2001,02/2008,03/2019,02/2026,1189.0,1542.0,1390.59,96.9,29.6888141295,116.954583684,90.1809338521,-6.71906614786,218.94,132.93,-2.92,3.1,83.09,1,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-01,2001-03-01,2008-02-01,2019-03-01,2026-02-01,2,1.0,29.6888141295,96.9,1.0,0.0,0.0,1.6333333333333335,0.0,1.292327079641,9,29.6888141295,1.0,83.09,1.0,0.0,1.0,29.6888141295,100.0,3.0999999999999943,,3.0999999999999943,0.0,116.954583684,20.054583683999994,20.054583683999994,0.0,3.9,-3.9,3.03490586309,-3.03490586309,0.6906278688565205,0.46618067768783944,0.8731571707014549
2026-06,Ministry of Railways,Railways,764,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,400273,West Bengal,03/2001,02/2008,03/2019,02/2026,1189.0,1542.0,1390.59,96.9,29.6888141295,116.954583684,90.1809338521,-6.71906614786,219.96,132.93,-3.94,3.1,83.09,1,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-01,2001-03-01,2008-02-01,2019-03-01,2026-02-01,1,1.0,29.6888141295,96.9,1.0,0.0,0.0,1.3,0.0,1.0116352876966668,10,58.0168208579,1.0,83.09,1.0,0.0,1.0,58.0168208579,100.0,3.0999999999999943,,3.0999999999999943,0.0,116.954583684,20.054583683999994,20.054583683999994,0.0,0.0,0.0,0.0,0.0,0.7072769237016209,0.3588018230622887,0.8883114175611324
2026-07,Ministry of Railways,Railways,712,"Tarakeswar-Bishnupur with extension upto Dhaniakhali, Arambagh-Irphala, Irphala- Ghatal 11.2 km, Arambagh-Champadanga 23.3 km & Bishnupur-Uparsol 31.8 km and new material modification for Mynapur-Kamarpukur via Birsha 19 km",CAOC/ER ER mor,400273,West Bengal,03/2001,03/2005,03/2019,02/2026,1189.0,1878.82,1607.64,75.0,58.0168208579,135.20941968,85.5664725732,10.5664725732,256.0,167.98,-4.93,25.0,83.09,1,,,,,,,,,2026-07-01,2001-03-01,2005-03-01,2019-03-01,2026-02-01,0,,29.6888141295,96.9,1.0,28.3280067284,-21.90000000000001,0.0,0.0,0.0,11,,,,,,,,100.0,25.0,,3.0999999999999943,21.900000000000006,116.954583684,60.209419679999996,20.054583683999994,40.154835996,0.0,,0.0,,0.8430527109900937,0.5502433930891647,0.8417802235489735
2025-07,Ministry of Railways,Railways,581,Tindivanam-Nagari New Line Project [184.5 km],Southern Railway [SR] - II,400275,"Multi-States (Andhra Pradesh, Tamil Nadu)",10/2008,,09/2016,03/2028,3631.0,3631.0,1113.53,18.0,0.0,30.6673092812,30.6673092812,12.6673092812,,,32.0,82.0,137.95,1,,,,,,,2.5625,,2025-07-01,2008-10-01,,2016-09-01,2028-03-01,12,1.0,,,,,,,,,1,0.0,1.0,137.95,0.0,0.0,0.0,0.0,,,,,,,12.667309281200001,,,,,,,0.5007861488015669,0.4540855268656197,0.37711282433692017
2025-08,Ministry of Railways,Railways,612,Tindivanam-Nagari New Line Project [184.5 km],Southern Railway [SR] - II,400275,"Multi-States (Andhra Pradesh, Tamil Nadu)",07/2008,10/2008,09/2016,03/2028,3631.0,3631.0,1113.53,18.0,0.0,30.6673092812,30.6673092812,12.6673092812,201.99,95.01,30.98,82.0,137.95,1,,,,,,,2.64686894771,,2025-08-01,2008-07-01,2008-10-01,2016-09-01,2028-03-01,11,1.0,0.0,18.0,1.0,0.0,0.0,,,,2,0.0,1.0,137.95,0.0,0.0,0.0,0.0,86.69527896995707,68.69527896995707,,,,30.6673092812,12.667309281200001,12.667309281200001,0.0,,,,,0.5007861488015669,0.7721041864654146,0.5474217378534549
2025-09,Ministry of Railways,Railways,613,Tindivanam-Nagari New Line Project [184.5 km],Southern Railway [SR] - II,400275,"Multi-States (Andhra Pradesh, Tamil Nadu)",07/2008,10/2008,09/2016,03/2028,3631.0,3631.0,1113.53,18.0,0.0,30.6673092812,30.6673092812,12.6673092812,203.01,95.01,29.96,82.0,137.95,1,0.0,0.0,0.0,0.0,0.0,0.0,2.73698264352,-2.73698264352,2025-09-01,2008-07-01,2008-10-01,2016-09-01,2028-03-01,10,1.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,137.95,0.0,0.0,0.0,0.0,87.1244635193133,69.1244635193133,,68.69527896995707,0.4291845493562221,30.6673092812,12.667309281200001,12.667309281200001,0.0,,,,,0.5007861488015669,0.7513779805366166,0.6929617407183404
2025-10,Ministry of Railways,Railways,635,Tindivanam-Nagari New Line Project [184.5 km],Southern Railway [SR] - II,400275,"Multi-States (Andhra Pradesh, Tamil Nadu)",07/2008,10/2008,09/2016,03/2028,3631.0,3631.0,1113.53,18.0,0.0,30.6673092812,30.6673092812,12.6673092812,203.99,95.01,28.98,82.0,137.95,1,0.0,0.0,0.0,0.0,0.0,0.0,2.82953761215,-2.82953761215,2025-10-01,2008-07-01,2008-10-01,2016-09-01,2028-03-01,9,1.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1.0,29.96,0.0,0.0,0.0,0.0,87.55364806866953,69.55364806866953,,69.1244635193133,0.4291845493562363,30.6673092812,12.667309281200001,12.667309281200001,0.0,0.0,0.0,0.0,0.0,0.5007861488015669,0.7483838923058171,0.7608783632385625
2025-11,Ministry of Railways,Railways,639,Tindivanam-Nagari New Line Project [184.5 km],Ministry of Railways,400275,"Multi-States (Andhra Pradesh, Tamil Nadu)",07/2008,10/2008,09/2025,03/2028,3631.0,3631.0,1113.53,18.0,0.0,30.6673092812,30.6673092812,12.6673092812,205.01,203.01,27.96,82.0,29.96,1,,,,,,,2.93276108727,,2025-11-01,2008-07-01,2008-10-01,2025-09-01,2028-03-01,8,1.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,29.96,0.0,0.0,0.0,0.0,87.98283261802575,69.98283261802575,,69.55364806866953,0.4291845493562221,30.6673092812,12.667309281200001,12.667309281200001,0.0,0.0,,0.0,,0.5007861488015669,0.7721041864654146,0.7554385487075431
2025-12,Ministry of Railways,Railways,620,Tindivanam-Nagari New Line Project [184.5 km],Ministry of Railways,400275,"Multi-States (Andhra Pradesh, Tamil Nadu)",07/2008,10/2008,09/2025,03/2028,3631.0,3631.0,1176.55,19.0,0.0,32.402919306,32.402919306,13.402919306,206.0,203.01,26.97,81.0,29.96,1,1.0,63.02,0.0,0.0,1.0,5.65947931353,3.00333704116,-2.00333704116,2025-12-01,2008-07-01,2008-10-01,2025-09-01,2028-03-01,7,1.0,0.0,18.0,1.0,0.0,1.0,0.5,0.0,2.829739656765,6,0.0,1.0,29.96,0.0,0.0,0.0,0.0,88.41201716738198,69.41201716738198,,69.98283261802575,-0.5708154506437779,30.6673092812,13.402919306000001,12.667309281200001,0.7356100247999997,,,,,0.5260380416455489,0.7751109005096656,0.8549653959035206
2026-01,Ministry of Railways,Railways,652,Tindivanam-Nagari New Line Project [184.5 km],Ministry of Railways,400275,"Multi-States (Andhra Pradesh, Tamil Nadu)",07/2008,10/2008,09/2025,03/2028,3631.0,3631.0,1185.28,19.0,0.0,32.6433489397,32.6433489397,13.6433489397,207.01,203.01,25.95,81.0,29.96,1,0.0,8.73,0.0,0.0,0.0,0.741999915006,3.12138728324,-3.12138728324,2026-01-01,2008-07-01,2008-10-01,2025-09-01,2028-03-01,6,3.0,0.0,19.0,1.0,0.0,0.0,0.5,0.0,3.200739614268,7,0.0,1.0,29.96,,,,0.0,88.8412017167382,69.8412017167382,,69.41201716738198,0.4291845493562221,32.402919306,13.643348939699997,13.402919306000001,0.24042963369999626,1.0,-1.0,5.65947931353,-4.917479398524001,0.49351758837213705,0.7664758000692004,0.8870469367572107
2026-04,Ministry of Railways,Railways,654,Tindivanam-Nagari New Line Project [184.5 km],Ministry of Railways,400275,"Multi-States (Andhra Pradesh, Tamil Nadu)",07/2008,10/2008,09/2025,03/2028,3631.0,3631.0,1259.7,16.5,0.0,34.69292206,34.69292206,18.19292206,209.97,203.01,23.0,83.5,29.96,1,-2.5,74.42,0.0,0.0,-2.5,6.27868520518,3.63043478261,-6.13043478261,2026-04-01,2008-07-01,2008-10-01,2025-09-01,2028-03-01,3,1.0,0.0,19.0,1.0,0.0,-2.5,-0.5,0.0,4.2267214779053335,8,0.0,1.0,29.96,0.0,0.0,0.0,0.0,90.12875536480686,73.62875536480686,,69.8412017167382,3.7875536480686662,32.6433489397,18.19292206,13.643348939699997,4.549573120300003,0.0,-2.5,0.741999915006,5.536685290174001,0.6502475062938322,0.7104347862884024,0.9120320658962018
2026-05,Ministry of Railways,Railways,656,Tindivanam-Nagari New Line Project [184.5 km],Ministry of Railways,400275,"Multi-States (Andhra Pradesh, Tamil Nadu)",07/2008,10/2008,09/2025,03/2028,3631.0,3631.0,1298.17,16.75,0.0,35.7524098045,35.7524098045,19.0024098045,210.96,203.01,22.01,83.25,29.96,1,0.25,38.47,0.0,0.0,0.25,3.05390172263,3.78237164925,-3.53237164925,2026-05-01,2008-07-01,2008-10-01,2025-09-01,2028-03-01,2,1.0,0.0,16.5,1.0,0.0,0.25,-0.75,0.0,3.358195614272,9,0.0,1.0,29.96,0.0,0.0,0.0,0.0,90.55793991416309,73.80793991416309,,73.62875536480686,0.17918454935622208,34.69292206,19.002409804499997,18.19292206,0.8094877444999966,-2.5,2.75,6.27868520518,-3.2247834825500004,0.5381807546518583,0.6499318457981224,0.9314905040347882
2026-06,Ministry of Railways,Railways,643,Tindivanam-Nagari New Line Project [184.5 km],Ministry of Railways,400275,"Multi-States (Andhra Pradesh, Tamil Nadu)",07/2008,10/2008,09/2025,03/2028,3631.0,3631.0,1335.29,16.85,0.0,36.7747177086,36.7747177086,19.9247177086,211.98,203.01,20.99,83.15,29.96,1,0.1,37.12,0.0,0.0,0.1,2.85940978454,3.96141019533,-3.86141019533,2026-06-01,2008-07-01,2008-10-01,2025-09-01,2028-03-01,1,1.0,0.0,16.75,1.0,0.0,0.1000000000000014,-0.7166666666666667,0.0,4.063998904116667,10,0.00936381162215,1.0,137.95,1.0,1.0,1.0,0.00936381162215,90.98712446351931,74.13712446351931,,73.80793991416309,0.32918454935622776,35.7524098045,19.9247177086,19.002409804499997,0.922307904100002,0.25,-0.15,3.05390172263,-0.1944919380900001,0.5586180509318133,0.7191334949049385,0.9466447508944658
